date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:48:47	914/914	---MC-	200	added ('OK')	text/xml	date:Thu,%2011%20Oct%202012%2021:52:10%20GMT	http://pv3d.org/xmlrpc.php?rsd	C:/projects/pv3d.org/pv3d.org/xmlrpc0db0.php	(from )
15:48:47	0/0	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Oct%202012%2021:48:47%20GMT	http://disqus.com/stylesheets/pv3d/disqus.css?v=2.0	C:/projects/pv3d.org/disqus.com/stylesheets/pv3d/disqus3661.css	(from )
15:48:47	65/65	---M--	200	added ('OK')	image/gif	date:Mon,%2008%20Nov%202010%2022:49:37%20GMT	http://pv3d.org/wp-content/plugins/wp-polls/images/default/pollbg.gif	C:/projects/pv3d.org/pv3d.org/wp-content/plugins/wp-polls/images/default/pollbg.gif	(from )
15:48:47	735/735	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Nov%202010%2022:51:19%20GMT	http://pv3d.org/wp-content/plugins/wp-syntax/wp-syntax.css	C:/projects/pv3d.org/pv3d.org/wp-content/plugins/wp-syntax/wp-syntax.css	(from )
15:48:48	7264/7264	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Nov%202010%2021:53:09%20GMT	http://pv3d.org/logo.png	C:/projects/pv3d.org/pv3d.org/logo.png	(from )
15:48:48	764/764	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Apr%202012%2000:13:23%20GMT	http://www.feedburner.com/fb/images/pub/feed-icon16x16.png	C:/projects/pv3d.org/www.feedburner.com/fb/images/pub/feed-icon16x16.png	(from )
15:48:50	724/724	---M--	200	added ('OK')	image/png	etag:1413637625n	http://dl.getdropbox.com/u/132579/sites/pv3d.org/images/Twitter-16x16.png	C:/projects/pv3d.org/dl.getdropbox.com/u/132579/sites/pv3d.org/images/Twitter-16x16.png	(from )
15:48:50	47891/47891	---M--	200	added ('OK')	image/jpeg	etag:1413637656n	http://dl.dropbox.com/u/132579/sites/pv3d.org/tutorials/signals/play.jpg	C:/projects/pv3d.org/dl.dropbox.com/u/132579/sites/pv3d.org/tutorials/signals/play.jpg	(from )
15:48:50	25693/25693	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:12%20GMT	http://pv3d.org/about/	C:/projects/pv3d.org/pv3d.org/about/index.html	(from http://pv3d.org/)
15:48:50	145/145	---M--	200	added ('OK')	image/gif	date:Mon,%2009%20Mar%202009%2006:30:34%20GMT	http://forum.papervision3d.org/images/favicon_blue.gif	C:/projects/pv3d.org/forum.papervision3d.org/images/favicon_blue.gif	(from )
15:48:50	24974/24974	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:13%20GMT	http://pv3d.org/docs/	C:/projects/pv3d.org/pv3d.org/docs/index.html	(from http://pv3d.org/)
15:48:50	2632/2632	---MC-	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Oct%202012%2004:28:57%20GMT	http://widgets.amung.us/map.js	C:/projects/pv3d.org/widgets.amung.us/map.js	(from )
15:48:51	771/771	---M--	200	added ('OK')	image/gif	date:Mon,%2008%20Nov%202010%2022:49:39%20GMT	http://pv3d.org/wp-content/plugins/wp-polls/images/loading.gif	C:/projects/pv3d.org/pv3d.org/wp-content/plugins/wp-polls/images/loading.gif	(from )
15:48:51	28492/28492	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:14%20GMT	http://pv3d.org/faq/	C:/projects/pv3d.org/pv3d.org/faq/index.html	(from http://pv3d.org/)
15:48:51	25610/25610	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:14%20GMT	http://pv3d.org/requests/	C:/projects/pv3d.org/pv3d.org/requests/index.html	(from http://pv3d.org/)
15:48:51	3251/3251	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Nov%202010%2022:49:43%20GMT	http://pv3d.org/wp-content/plugins/wp-polls/polls-js.js?ver=2.50	C:/projects/pv3d.org/pv3d.org/wp-content/plugins/wp-polls/polls-js59c7.js	(from )
15:48:52	28434/28434	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:15%20GMT	http://pv3d.org/category/announcements/	C:/projects/pv3d.org/pv3d.org/category/announcements/index.html	(from http://pv3d.org/)
15:48:53	68181/68181	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:15%20GMT	http://pv3d.org/sitemap/	C:/projects/pv3d.org/pv3d.org/sitemap/index.html	(from http://pv3d.org/)
15:48:53	22389/22389	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Nov%202010%2022:46:59%20GMT	http://pv3d.org/wp-content/plugins/shadowbox-js/shadowbox/shadowbox.js?ver=3.0	C:/projects/pv3d.org/pv3d.org/wp-content/plugins/shadowbox-js/shadowbox/shadowbox6aec.js	(from )
15:48:55	27252/27252	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:15%20GMT	http://pv3d.org/2010/05/25/moving-to-johnlindquist-com/	C:/projects/pv3d.org/pv3d.org/2010/05/25/moving-to-johnlindquist-com/index.html	(from http://pv3d.org/)
15:48:55	53565/53565	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:15%20GMT	http://pv3d.org/category/examples/	C:/projects/pv3d.org/pv3d.org/category/examples/index.html	(from http://pv3d.org/)
15:48:55	40014/40014	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:16%20GMT	http://pv3d.org/category/actionscript-3/	C:/projects/pv3d.org/pv3d.org/category/actionscript-3/index.html	(from http://pv3d.org/)
15:48:55	32369/32369	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:16%20GMT	http://pv3d.org/category/tutorials/	C:/projects/pv3d.org/pv3d.org/category/tutorials/index.html	(from http://pv3d.org/)
15:48:56	31579/31579	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:18%20GMT	http://pv3d.org/category/videos/	C:/projects/pv3d.org/pv3d.org/category/videos/index.html	(from http://pv3d.org/)
15:48:56	38218/38218	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:19%20GMT	http://pv3d.org/page/2/	C:/projects/pv3d.org/pv3d.org/page/2/index.html	(from http://pv3d.org/)
15:48:56	35103/35103	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:19%20GMT	http://pv3d.org/2010/03/13/fdt-super-awesome-march-deal/	C:/projects/pv3d.org/pv3d.org/2010/03/13/fdt-super-awesome-march-deal/index.html	(from http://pv3d.org/)
15:48:57	34664/34664	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:19%20GMT	http://pv3d.org/2010/01/15/preferred-video-tutorial-resolution/	C:/projects/pv3d.org/pv3d.org/2010/01/15/preferred-video-tutorial-resolution/index.html	(from http://pv3d.org/)
15:48:58	43747/43747	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:20%20GMT	http://pv3d.org/2009/12/18/tweenmax-tweening-a-timeline-advanced-tweening/	C:/projects/pv3d.org/pv3d.org/2009/12/18/tweenmax-tweening-a-timeline-advanced-tweening/index.html	(from http://pv3d.org/)
15:48:58	28626/28626	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:20%20GMT	http://pv3d.org/2009/12/12/robotlegs-flight-union-platform/	C:/projects/pv3d.org/pv3d.org/2009/12/12/robotlegs-flight-union-platform/index.html	(from http://pv3d.org/)
15:48:58	27384/27384	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:20%20GMT	http://pv3d.org/2009/12/08/back-in-the-saddle/	C:/projects/pv3d.org/pv3d.org/2009/12/08/back-in-the-saddle/index.html	(from http://pv3d.org/)
15:48:59	27908/27908	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:21%20GMT	http://pv3d.org/2009/11/21/eclipse-theme-designer-preview/	C:/projects/pv3d.org/pv3d.org/2009/11/21/eclipse-theme-designer-preview/index.html	(from http://pv3d.org/)
15:49:00	26530/26530	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:22%20GMT	http://pv3d.org/2009/08/07/efflex-3d-effects-for-flex/	C:/projects/pv3d.org/pv3d.org/2009/08/07/efflex-3d-effects-for-flex/index.html	(from http://pv3d.org/)
15:49:01	50592/50592	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:22%20GMT	http://pv3d.org/2008/12/20/papervision3d-with-box2dflash-hello-world/comment-page-1/	C:/projects/pv3d.org/pv3d.org/2008/12/20/papervision3d-with-box2dflash-hello-world/comment-page-1/index.html	(from http://pv3d.org/)
15:49:01	49179/49179	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:22%20GMT	http://pv3d.org/2009/07/03/morphcontroller-mighty-morphing-papervision3d/	C:/projects/pv3d.org/pv3d.org/2009/07/03/morphcontroller-mighty-morphing-papervision3d/index.html	(from http://pv3d.org/)
15:49:01	25610/25610	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:22%20GMT	http://pv3d.org/requests/comment-page-5/	C:/projects/pv3d.org/pv3d.org/requests/comment-page-5/index.html	(from http://pv3d.org/)
15:49:01	30252/30252	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:23%20GMT	http://pv3d.org/2009/03/12/augmented-reality-flartoolkit-demo-reel/comment-page-1/	C:/projects/pv3d.org/pv3d.org/2009/03/12/augmented-reality-flartoolkit-demo-reel/comment-page-1/index.html	(from http://pv3d.org/)
15:49:02	43744/43744	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:24%20GMT	http://pv3d.org/2009/12/18/tweenmax-tweening-a-timeline-advanced-tweening/comment-page-2/	C:/projects/pv3d.org/pv3d.org/2009/12/18/tweenmax-tweening-a-timeline-advanced-tweening/comment-page-2/index.html	(from http://pv3d.org/)
15:49:02	26530/26530	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:25%20GMT	http://pv3d.org/2009/08/07/efflex-3d-effects-for-flex/comment-page-1/	C:/projects/pv3d.org/pv3d.org/2009/08/07/efflex-3d-effects-for-flex/comment-page-1/index.html	(from http://pv3d.org/)
15:49:02	297/297	---MC-	200	added ('OK')	text/html	date:Mon,%2008%20Nov%202010%2022:45:41%20GMT	http://pv3d.org/wp-content/plugins/disqus-comment-system/xd_receiver.htm	C:/projects/pv3d.org/pv3d.org/wp-content/plugins/disqus-comment-system/xd_receiver.htm	(from http://pv3d.org/)
15:49:02	29409/29409	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:25%20GMT	http://pv3d.org/2009/03/12/augmented-reality-recursive-webcam/comment-page-3/	C:/projects/pv3d.org/pv3d.org/2009/03/12/augmented-reality-recursive-webcam/comment-page-3/index.html	(from http://pv3d.org/)
15:49:03	36850/36850	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:25%20GMT	http://pv3d.org/2009/07/01/test-if-a-plane-is-within-the-view-of-the-camera-aka-testing-if-culled/comment-page-1/	C:/projects/pv3d.org/pv3d.org/2009/07/01/test-if-a-plane-is-within-the-view-of-the-camera-aka-testing-if-culled/comment-page-1/index.html	(from http://pv3d.org/)
15:49:03	503/503	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Oct%202012%2021:49:03%20GMT	http://pv3d.disqus.com/disqus.js?v=2.0&slug=about&pname=wordpress&pver=2.12	C:/projects/pv3d.org/pv3d.disqus.com/disqus18ab.js	(from http://pv3d.org/)
15:49:03	27535/27535	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:26%20GMT	http://pv3d.org/2009/07/01/maya-texture-baking/comment-page-1/	C:/projects/pv3d.org/pv3d.org/2009/07/01/maya-texture-baking/comment-page-1/index.html	(from http://pv3d.org/)
15:49:04	27480/27480	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:26%20GMT	http://pv3d.org/category/flex/	C:/projects/pv3d.org/pv3d.org/category/flex/index.html	(from http://pv3d.org/)
15:49:05	84314/84314	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:27%20GMT	http://pv3d.org/category/requests/	C:/projects/pv3d.org/pv3d.org/category/requests/index.html	(from http://pv3d.org/)
15:49:05	56095/56095	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:27%20GMT	http://pv3d.org/category/how-it-works/	C:/projects/pv3d.org/pv3d.org/category/how-it-works/index.html	(from http://pv3d.org/)
15:49:05	24460/24460	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:27%20GMT	http://pv3d.org/category/roundarch/	C:/projects/pv3d.org/pv3d.org/category/roundarch/index.html	(from http://pv3d.org/)
15:49:05	502/502	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Oct%202012%2021:49:05%20GMT	http://pv3d.disqus.com/disqus.js?v=2.0&slug=docs&pname=wordpress&pver=2.12	C:/projects/pv3d.org/pv3d.disqus.com/disqusd042.js	(from http://pv3d.org/)
15:49:06	46552/46552	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:27%20GMT	http://pv3d.org/category/snippets/	C:/projects/pv3d.org/pv3d.org/category/snippets/index.html	(from http://pv3d.org/)
15:49:06	26230/26230	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:28%20GMT	http://pv3d.org/2010/05/	C:/projects/pv3d.org/pv3d.org/2010/05/index.html	(from http://pv3d.org/)
15:49:06	24544/24544	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:28%20GMT	http://pv3d.org/2010/04/	C:/projects/pv3d.org/pv3d.org/2010/04/index.html	(from http://pv3d.org/)
15:49:06	506/506	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Oct%202012%2021:49:06%20GMT	http://pv3d.disqus.com/disqus.js?v=2.0&slug=requests&pname=wordpress&pver=2.12	C:/projects/pv3d.org/pv3d.disqus.com/disqus8f4f.js	(from http://pv3d.org/)
15:49:06	23748/23748	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:29%20GMT	http://pv3d.org/2010/03/	C:/projects/pv3d.org/pv3d.org/2010/03/index.html	(from http://pv3d.org/)
15:49:07	28064/28064	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:29%20GMT	http://pv3d.org/2010/01/	C:/projects/pv3d.org/pv3d.org/2010/01/index.html	(from http://pv3d.org/)
15:49:07	36117/36117	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:29%20GMT	http://pv3d.org/2009/12/	C:/projects/pv3d.org/pv3d.org/2009/12/index.html	(from http://pv3d.org/)
15:49:07	26180/26180	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:30%20GMT	http://pv3d.org/2009/11/	C:/projects/pv3d.org/pv3d.org/2009/11/index.html	(from http://pv3d.org/)
15:49:08	501/501	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Oct%202012%2021:49:08%20GMT	http://pv3d.disqus.com/disqus.js?v=2.0&slug=faq&pname=wordpress&pver=2.12	C:/projects/pv3d.org/pv3d.disqus.com/disqusb70a.js	(from http://pv3d.org/)
15:49:08	30167/30167	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:30%20GMT	http://pv3d.org/2009/08/	C:/projects/pv3d.org/pv3d.org/2009/08/index.html	(from http://pv3d.org/)
15:49:09	105008/105008	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:30%20GMT	http://pv3d.org/2009/07/	C:/projects/pv3d.org/pv3d.org/2009/07/index.html	(from http://pv3d.org/)
15:49:09	28558/28558	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:31%20GMT	http://pv3d.org/2009/06/	C:/projects/pv3d.org/pv3d.org/2009/06/index.html	(from http://pv3d.org/)
15:49:09	505/505	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Oct%202012%2021:49:09%20GMT	http://pv3d.disqus.com/disqus.js?v=2.0&slug=archive&pname=wordpress&pver=2.12	C:/projects/pv3d.org/pv3d.disqus.com/disqus5ec8.js	(from http://pv3d.org/)
15:49:09	60104/60104	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:31%20GMT	http://pv3d.org/2009/05/	C:/projects/pv3d.org/pv3d.org/2009/05/index.html	(from http://pv3d.org/)
15:49:10	31874/31874	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:31%20GMT	http://pv3d.org/2009/04/	C:/projects/pv3d.org/pv3d.org/2009/04/index.html	(from http://pv3d.org/)
15:49:11	29796/29796	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:32%20GMT	http://pv3d.org/2009/02/	C:/projects/pv3d.org/pv3d.org/2009/02/index.html	(from http://pv3d.org/)
15:49:11	67190/67190	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:33%20GMT	http://pv3d.org/2009/03/	C:/projects/pv3d.org/pv3d.org/2009/03/index.html	(from http://pv3d.org/)
15:49:11	51004/51004	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:33%20GMT	http://pv3d.org/2009/01/	C:/projects/pv3d.org/pv3d.org/2009/01/index.html	(from http://pv3d.org/)
15:49:11	99835/99835	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:33%20GMT	http://pv3d.org/2008/12/	C:/projects/pv3d.org/pv3d.org/2008/12/index.html	(from http://pv3d.org/)
15:49:11	524/524	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Oct%202012%2021:49:11%20GMT	http://pv3d.disqus.com/disqus.js?v=2.0&slug=moving_to_johnlindquistcom&pname=wordpress&pver=2.12	C:/projects/pv3d.org/pv3d.disqus.com/disqusda74.js	(from http://pv3d.org/)
15:49:11	128/128	---MC-	302	error ('Temporary%20Redirect')	text/html	etag:%229338d819b4e5fa8a8251c579b987a86c%22	http://pv3d.org/about/feed/	C:/projects/pv3d.org/pv3d.org/about/feed/index.html	(from http://pv3d.org/about/)
15:49:12	63407/63407	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:34%20GMT	http://pv3d.org/2008/11/	C:/projects/pv3d.org/pv3d.org/2008/11/index.html	(from http://pv3d.org/)
15:49:12	128/128	---MC-	302	error ('Temporary%20Redirect')	text/html	etag:%229338d819b4e5fa8a8251c579b987a86c%22	http://pv3d.org/docs/feed/	C:/projects/pv3d.org/pv3d.org/docs/feed/index.html	(from http://pv3d.org/docs/)
15:49:12	128/128	---MC-	302	error ('Temporary%20Redirect')	text/html	etag:%229338d819b4e5fa8a8251c579b987a86c%22	http://pv3d.org/requests/feed/	C:/projects/pv3d.org/pv3d.org/requests/feed/index.html	(from http://pv3d.org/requests/)
15:49:12	128/128	---MC-	302	error ('Temporary%20Redirect')	text/html	etag:%229338d819b4e5fa8a8251c579b987a86c%22	http://pv3d.org/faq/feed/	C:/projects/pv3d.org/pv3d.org/faq/feed/index.html	(from http://pv3d.org/faq/)
15:49:13	705/705	---MC-	404	error ('NOT%20FOUND')	text/html	date:Thu,%2011%20Oct%202012%2021:49:13%20GMT	http://dl.dropbox.com/u/132579/pictures/scooter.jpg	C:/projects/pv3d.org/dl.dropbox.com/u/132579/pictures/scooter.1b.delayed	(from http://pv3d.org/)
15:49:13	128/128	---MC-	302	error ('Temporary%20Redirect')	text/html	etag:%229338d819b4e5fa8a8251c579b987a86c%22	http://pv3d.org/sitemap/feed/	C:/projects/pv3d.org/pv3d.org/sitemap/feed/index.html	(from http://pv3d.org/sitemap/)
15:49:14	44168/44168	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:36%20GMT	http://pv3d.org/2008/12/06/what-is-basicview/	C:/projects/pv3d.org/pv3d.org/2008/12/06/what-is-basicview/index.html	(from http://pv3d.org/faq/)
15:49:14	26316/26316	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:36%20GMT	http://pv3d.org/2009/06/10/peer-to-peer-in-flash-player-10-by-danny-patterson/	C:/projects/pv3d.org/pv3d.org/2009/06/10/peer-to-peer-in-flash-player-10-by-danny-patterson/index.html	(from http://pv3d.org/sitemap/)
15:49:14	28901/28901	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:37%20GMT	http://pv3d.org/fdt-theme-designer/	C:/projects/pv3d.org/pv3d.org/fdt-theme-designer/index.html	(from http://pv3d.org/sitemap/)
15:49:15	41087/41087	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:37%20GMT	http://pv3d.org/2009/05/16/the-spotlight-effect-dimming-the-unselected/	C:/projects/pv3d.org/pv3d.org/2009/05/16/the-spotlight-effect-dimming-the-unselected/index.html	(from http://pv3d.org/sitemap/)
15:49:16	27865/27865	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:38%20GMT	http://pv3d.org/2009/02/20/actionscript-3-command-pattern-and-interfaces/	C:/projects/pv3d.org/pv3d.org/2009/02/20/actionscript-3-command-pattern-and-interfaces/index.html	(from http://pv3d.org/sitemap/)
15:49:16	28081/28081	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:38%20GMT	http://pv3d.org/2009/02/11/actionscript-3-model-view-controller-mvc/	C:/projects/pv3d.org/pv3d.org/2009/02/11/actionscript-3-model-view-controller-mvc/index.html	(from http://pv3d.org/sitemap/)
15:49:17	28737/28737	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:39%20GMT	http://pv3d.org/2009/01/28/actionscript-3-public-internal-protected-private/	C:/projects/pv3d.org/pv3d.org/2009/01/28/actionscript-3-public-internal-protected-private/index.html	(from http://pv3d.org/sitemap/)
15:49:17	26997/26997	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:39%20GMT	http://pv3d.org/2009/07/01/end-dump/	C:/projects/pv3d.org/pv3d.org/2009/07/01/end-dump/index.html	(from http://pv3d.org/sitemap/)
15:49:18	23509/23509	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:40%20GMT	http://pv3d.org/2009/07/01/workshop-video-and-example-dump/	C:/projects/pv3d.org/pv3d.org/2009/07/01/workshop-video-and-example-dump/index.html	(from http://pv3d.org/sitemap/)
15:49:19	28797/28797	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:41%20GMT	http://pv3d.org/2009/06/28/3d-math-book-recommendation/	C:/projects/pv3d.org/pv3d.org/2009/06/28/3d-math-book-recommendation/index.html	(from http://pv3d.org/sitemap/)
15:49:19	24269/24269	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:41%20GMT	http://pv3d.org/2009/06/27/heading-to-new-york-brb/	C:/projects/pv3d.org/pv3d.org/2009/06/27/heading-to-new-york-brb/index.html	(from http://pv3d.org/sitemap/)
15:49:19	43887/43887	---M--	200	added ('OK')	image/jpeg	etag:1413637321n	http://files.getdropbox.com/u/132579/sites/pv3d.org/examples/dae/MightyMorphingPapervision3D.jpg	C:/projects/pv3d.org/files.getdropbox.com/u/132579/sites/pv3d.org/examples/dae/MightyMorphingPapervision3D.jpg	(from http://pv3d.org/)
15:49:20	705/705	---MC-	404	error ('NOT%20FOUND')	text/html	date:Thu,%2011%20Oct%202012%2021:49:20%20GMT	http://dl.dropbox.com/u/132579/pictures/rl-header-logo-310-253.png	C:/projects/pv3d.org/dl.dropbox.com/u/132579/pictures/rl-header-logo-310-253.1e.delayed	(from http://pv3d.org/)
15:49:20	25455/25455	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:42%20GMT	http://pv3d.org/2009/06/24/launching-flex4org/	C:/projects/pv3d.org/pv3d.org/2009/06/24/launching-flex4org/index.html	(from http://pv3d.org/sitemap/)
15:49:20	33204/33204	---M--	200	added ('OK')	image/jpeg	etag:1413637653n	http://dl.dropbox.com/u/132579/sites/pv3d.org/tutorials/haxe/play.jpg	C:/projects/pv3d.org/dl.dropbox.com/u/132579/sites/pv3d.org/tutorials/haxe/play.jpg	(from http://pv3d.org/)
15:49:21	26601/26601	---MC-	200	added ('OK')	text/html	date:Thu,%2011%20Oct%202012%2021:52:43%20GMT	http://pv3d.org/2009/06/02/big-and-small/	C:/projects/pv3d.org/pv3d.org/2009/06/02/big-and-small/index.html	(from http://pv3d.org/sitemap/)
